percentage_diabetes,per_capita_spend
0.069266423,16.98376363
0.069266423,14.83591989
0.069266423,16.76607787
0.069266423,17.19432983
0.069266423,16.55083325
0.069266423,16.85710784
0.069266423,17.31335389
0.069266423,16.40021506
0.069266423,16.99696157
0.069266423,16.5465977
0.069114691,18.73671122
0.069114691,18.19410141
0.069114691,19.64649026
0.069114691,18.08722633
0.069114691,19.47297381
0.069114691,20.05206514
0.069114691,19.31844997
0.069114691,19.54064473
0.069114691,20.29420416
0.069114691,17.85184419
0.069114691,19.02661988
0.069114691,19.81919745
0.068372148,22.73827243
0.068372148,21.75223818
0.068372148,23.76130771
0.068372148,20.30124773
0.068372148,23.08721095
0.068372148,22.64080972
0.068372148,22.73877358
0.068372148,22.40765291
0.068372148,24.35974035
0.068372148,21.79861653
0.068372148,22.08108989
0.068372148,24.23598137
0.06808082,17.89827386
0.06808082,18.49435741
0.06808082,19.57916884
0.06808082,17.74094285
0.06808082,18.61049753
0.06808082,19.95856252
0.06808082,18.65094285
0.06808082,19.60343197
0.06808082,19.63568465
0.06808082,18.08677546
0.06808082,18.8612199
0.06808082,20.06248187
0.06805199,22.45640851
0.06805199,21.95435623
0.06805199,23.97464307
0.06805199,21.20882557
0.06805199,23.80290577
0.06805199,24.26848352
0.06805199,24.09934459
0.06805199,23.05861071
0.06805199,24.62061157
0.06805199,23.47250257
0.06805199,22.80146182
0.06805199,22.92597013
0.068011831,17.24655415
0.068011831,16.76304362
0.068011831,18.64389931
0.068011831,16.63237815
0.068011831,18.25947288
0.068011831,18.7007308
0.068011831,17.34353231
0.068011831,18.22852431
0.068011831,18.9457529
0.068011831,17.27168129
0.068011831,17.36220585
0.068011831,19.80896817
0.066896081,20.08885188
0.066896081,19.09980149
0.066896081,20.75402271
0.066896081,18.24776389
0.066896081,20.16715595
0.066896081,20.20703856
0.066896081,20.49274957
0.066896081,19.86003149
0.066896081,21.89134568
0.066896081,19.63130178
0.066896081,20.06592002
0.066896081,20.22028631
0.066688549,19.73030972
0.066688549,19.19471429
0.066688549,21.3207395
0.066688549,18.41845618
0.066688549,20.17734334
0.066688549,20.40998319
0.066688549,19.7855114
0.066688549,19.48110804
0.066688549,21.83913685
0.066688549,19.17109844
0.066688549,20.59744658
0.066688549,21.74480072
0.066285015,20.99831206
0.066285015,20.38690929
0.066285015,22.42808121
0.066285015,18.84682374
0.066285015,20.00283542
0.066285015,21.53657251
0.066285015,20.43773764
0.066285015,21.24925448
0.066285015,21.19051738
0.066285015,20.23539788
0.066285015,20.28347501
0.066285015,22.98917436
0.066269787,22.35361955
0.066269787,21.97079153
0.066269787,24.89462468
0.066269787,19.20129928
0.066269787,20.82303552
0.066269787,21.58737215
0.066269787,21.22461858
0.066269787,21.65276333
0.066269787,21.7092872
0.066269787,20.20421518
0.066269787,21.67391676
0.066269787,23.70502014
0.065761577,21.34190511
0.065761577,19.94540026
0.065761577,21.4381242
0.065761577,19.03098919
0.065761577,20.03523905
0.065761577,21.15703059
0.065761577,20.37519143
0.065761577,21.15965378
0.065761577,21.20077487
0.065761577,19.75822861
0.065761577,20.71152775
0.065761577,22.31720278
0.065605047,18.9667118
0.065605047,18.68855746
0.065605047,20.57748042
0.065605047,17.41113654
0.065605047,19.3303661
0.065605047,19.39835651
0.065605047,19.32285532
0.065605047,19.47203934
0.065605047,20.10644527
0.065605047,18.85454678
0.065605047,19.16647077
0.065605047,20.32675733
0.065557881,17.00869676
0.065557881,17.07275433
0.065557881,18.98914717
0.065557881,15.9178684
0.065557881,18.05797023
0.065557881,18.07819642
0.065557881,17.49113581
0.065557881,18.32350925
0.065557881,18.83283169
0.065557881,16.88348967
0.065557881,18.28369529
0.065557881,18.64412709
0.065212029,17.06310332
0.065212029,17.34611439
0.065212029,18.71831827
0.065212029,16.58482841
0.065212029,18.02837546
0.065212029,18.25292066
0.065212029,18.06158579
0.065212029,18.13937454
0.065212029,18.95075
0.065212029,16.69908026
0.065212029,17.49032103
0.065212029,18.67648247
0.06497928,18.12106179
0.06497928,18.71358891
0.06497928,20.08865242
0.06497928,18.06298227
0.06497928,19.1999742
0.06497928,19.64404274
0.06497928,19.12976515
0.06497928,19.28243054
0.06497928,19.90199656
0.06497928,18.35217319
0.06497928,19.52607304
0.06497928,20.68839574
0.064886373,17.56025127
0.064886373,17.12123976
0.064886373,19.32868386
0.064886373,17.08646115
0.064886373,18.86267545
0.064886373,18.92245074
0.064886373,18.33477197
0.064886373,19.20860306
0.064886373,18.94507084
0.064886373,17.26421629
0.064886373,18.78017268
0.064886373,19.18414324
0.064440353,16.69691418
0.064440353,16.31218667
0.064440353,17.0295385
0.064440353,14.63459736
0.064440353,17.03705834
0.064440353,17.1100083
0.064440353,16.90598548
0.064440353,16.93640809
0.064440353,17.89881722
0.064440353,16.34659373
0.064440353,16.64061862
0.064440353,17.04377288
0.064285201,16.97737927
0.064285201,18.24248541
0.064285201,19.3575059
0.064285201,17.45663811
0.064285201,18.6506915
0.064285201,18.83378399
0.064285201,18.41560025
0.064285201,18.777491
0.064285201,19.23529485
0.064285201,18.8638684
0.064285201,18.05404345
0.064285201,20.82242334
0.063846783,14.8975209
0.063846783,15.26356359
0.063846783,16.44204091
0.063846783,14.28017255
0.063846783,14.82907382
0.063846783,15.3495458
0.063846783,15.12167151
0.063846783,15.4207062
0.063846783,15.79263267
0.063846783,13.83805218
0.063846783,15.12532642
0.063846783,17.02456685
0.063758788,18.22657882
0.063758788,18.75324963
0.063758788,20.75333416
0.063758788,20.23636872
0.063758788,20.41066758
0.063758788,20.20996271
0.063758788,20.1514458
0.063758788,18.89454998
0.063758788,19.75167081
0.063758788,20.39462332
0.063754746,17.97643958
0.063754746,19.81409373
0.063727341,19.60128105
0.063727341,20.17441133
0.063727341,21.79502571
0.063727341,17.59621002
0.063727341,19.2904122
0.063727341,20.3915207
0.063727341,20.45587102
0.063727341,19.58326972
0.063727341,20.37703094
0.063727341,18.9784915
0.063727341,19.36335686
0.063727341,22.18097865
0.063346282,23.92990226
0.063346282,23.66681377
0.063346282,25.54513498
0.063346282,21.58552682
0.063346282,24.04472219
0.063346282,24.24083023
0.063346282,24.69944816
0.063346282,23.90498516
0.063346282,25.44080667
0.063346282,23.61085554
0.063346282,24.33650541
0.063346282,25.68523825
0.063186851,21.13286706
0.063186851,21.27339956
0.063186851,23.31513148
0.063186851,20.33488824
0.063186851,21.50298612
0.063186851,22.02929291
0.063186851,22.29407962
0.063186851,22.37844339
0.063186851,23.35870855
0.063186851,21.08725858
0.063186851,21.92051132
0.063186851,24.42623886
0.063140865,20.23578648
0.063140865,19.21800237
0.063140865,22.20599763
0.063140865,17.58720522
0.063140865,20.92088612
0.063140865,20.80366192
0.063140865,20.4960344
0.063140865,20.13589205
0.063140865,21.79616014
0.063140865,19.48113405
0.063140865,20.69412218
0.063140865,21.93716251
0.063046405,20.72660748
0.063046405,20.22948646
0.063046405,21.54430048
0.063046405,18.57281268
0.063046405,20.8699101
0.063046405,20.47014384
0.063046405,20.32400607
0.063046405,20.8032925
0.063046405,21.85055062
0.063046405,19.94493539
0.063046405,20.76972469
0.063046405,21.55782785
0.062546529,14.83183261
0.062546529,15.81815228
0.062546529,16.25216323
0.062546529,15.77198942
0.062546529,16.35971661
0.062546529,16.495802
0.062546529,16.54421689
0.062546529,16.43093331
0.062546529,16.32262233
0.062546529,15.67050633
0.062546529,16.48265823
0.062546529,17.2883242
0.06252576,18.84247007
0.06252576,19.56687225
0.06252576,20.24469995
0.06252576,18.56433323
0.06252576,20.41659191
0.06252576,20.90179497
0.06252576,21.14329065
0.06252576,21.00036293
0.06252576,19.61367556
0.06252576,19.40870056
0.06252576,20.51727459
0.062507381,19.89954958
0.062288136,18.37746427
0.062288136,18.56130562
0.062288136,20.3969032
0.062288136,17.12588654
0.062288136,18.94386195
0.062288136,19.32044186
0.062288136,19.03393372
0.062288136,19.36244274
0.062288136,19.92779005
0.062288136,18.00070773
0.062288136,18.79680022
0.062288136,20.48348125
0.062191735,17.51253205
0.062191735,17.09348985
0.062191735,19.09049333
0.062191735,16.7162656
0.062191735,18.097659
0.062191735,18.08886304
0.062191735,18.19396026
0.062191735,18.25327842
0.062191735,18.7277558
0.062191735,17.30400781
0.062191735,17.79782118
0.062191735,19.01649741
0.061932981,21.26828726
0.061932981,22.09184637
0.061932981,24.25247373
0.061932981,21.42378558
0.061932981,21.74491584
0.061932981,23.86066408
0.061932981,22.03777211
0.061932981,23.14287871
0.061932981,23.26273284
0.061932981,21.36946037
0.061932981,21.69737835
0.061932981,25.18746608
0.061858484,15.10977584
0.061858484,15.08919553
0.061858484,16.30517593
0.061858484,14.55044285
0.061858484,15.72557894
0.061858484,15.96257625
0.061858484,15.51874683
0.061858484,15.54012379
0.061858484,16.48258211
0.061858484,14.90518296
0.061858484,15.22673332
0.061858484,16.74839888
0.061796135,21.11977603
0.061796135,20.95323101
0.061796135,22.29902683
0.061796135,20.86194975
0.061796135,21.67088904
0.061796135,23.09699409
0.061796135,21.740897
0.061796135,22.28194293
0.061796135,21.75935425
0.061796135,21.73184743
0.061796135,21.82601069
0.061796135,22.98619486
0.061603516,18.59150508
0.061603516,18.910407
0.061603516,21.09540561
0.061603516,17.98192605
0.061603516,19.71024495
0.061603516,20.77995716
0.061603516,19.60183664
0.061603516,20.00685294
0.061603516,21.3790258
0.061603516,19.0037096
0.061603516,19.76891776
0.061603516,20.25090156
0.061399382,22.73282455
0.061399382,22.21148542
0.061399382,24.41661646
0.061399382,21.63942447
0.061399382,23.82407227
0.061399382,24.18852677
0.061399382,23.86395124
0.061399382,23.96091511
0.061399382,25.47881933
0.061399382,22.10750457
0.061399382,24.13346887
0.061399382,24.9187906
0.061398176,19.08312129
0.061398176,19.83288119
0.061398176,20.97962871
0.061398176,17.70712376
0.061398176,19.79821782
0.061398176,19.51307054
0.061398176,19.61625495
0.061398176,19.57674381
0.061398176,20.02401609
0.061398176,17.81094307
0.061398176,19.42482921
0.061398176,21.06908292
0.061392166,20.05821474
0.061392166,20.61173388
0.061392166,21.87358079
0.061392166,19.29084639
0.061392166,20.52397894
0.061392166,21.86260339
0.061392166,20.35610069
0.061392166,21.24736964
0.061392166,22.03593501
0.061392166,21.13954277
0.061392166,19.53131261
0.061392166,22.33147316
0.060982095,20.99579215
0.060982095,21.01009084
0.060982095,22.88767078
0.060982095,19.19257086
0.060982095,20.87162427
0.060982095,22.33963481
0.060982095,21.62375182
0.060982095,22.24820676
0.060982095,21.94533249
0.060982095,20.79550509
0.060982095,21.61012355
0.060982095,22.42976926
0.06066683,16.87113092
0.06066683,17.78204321
0.06066683,18.85389771
0.06066683,16.54633784
0.06066683,18.56103201
0.06066683,19.0483342
0.06066683,17.9112975
0.06066683,18.88645888
0.06066683,19.15656819
0.06066683,17.18456143
0.06066683,18.14865174
0.06066683,19.12836413
0.060619561,23.32636803
0.060619561,23.77713648
0.060619561,24.83165876
0.060619561,22.33410364
0.060619561,24.66393246
0.060619561,24.16048935
0.060619561,24.22557168
0.060619561,23.89220393
0.060619561,26.03025584
0.060619561,22.64762769
0.060619561,24.38723044
0.060619561,24.53071076
0.060608733,24.44903302
0.060608733,23.70130946
0.060608733,25.81694572
0.060608733,22.05376385
0.060608733,23.30865585
0.060608733,24.34239284
0.060608733,24.40933968
0.060608733,24.77698825
0.060608733,24.99512143
0.060608733,23.26323671
0.060608733,24.19957359
0.060608733,25.43712479
0.060446664,15.25625079
0.060446664,15.59432376
0.060446664,17.13970154
0.060446664,16.20947089
0.060446664,17.41615992
0.060446664,17.2618138
0.060446664,17.2948962
0.060446664,17.62188859
0.060446664,17.28103096
0.060446664,16.08461173
0.060446664,16.51187041
0.060446664,18.21018592
0.060313165,18.11342949
0.060313165,18.33982051
0.060313165,19.18105449
0.060313165,16.60645192
0.060313165,17.9616859
0.060313165,18.51621955
0.060313165,18.16963942
0.060313165,18.49197756
0.060313165,19.15513622
0.060313165,17.49234135
0.060313165,17.78733814
0.060313165,19.35688942
0.060185418,17.27435907
0.060185418,16.28268406
0.060185418,18.38767215
0.060185418,17.24751251
0.060185418,18.07049083
0.060185418,20.32293662
0.060185418,19.10753038
0.060185418,19.23174291
0.060185418,20.15036931
0.060185418,17.48277579
0.060185418,18.96122349
0.060185418,18.46904336
0.06014697,17.67698292
0.06014697,17.82198494
0.06014697,19.3373635
0.06014697,17.82827595
0.06014697,19.06440425
0.06014697,19.3201681
0.06014697,18.5385698
0.06014697,19.69278913
0.06014697,19.91406805
0.06014697,18.23563946
0.06014697,18.28656805
0.06014697,20.07355971
0.060038744,19.67205725
0.060038744,18.66892366
0.060038744,20.70615235
0.060038744,17.14395682
0.060038744,18.76650978
0.060038744,19.34614993
0.060038744,19.28353227
0.060038744,19.43069141
0.060038744,20.03149846
0.060038744,18.35975983
0.060038744,19.32172974
0.060038744,19.36879508
0.059989507,18.96931956
0.059989507,18.66899826
0.059989507,21.0093636
0.059989507,18.45396973
0.059989507,19.39625419
0.059989507,20.19697308
0.059989507,20.17212319
0.059989507,19.97799467
0.059989507,20.41275834
0.059989507,18.91052785
0.059989507,19.19465203
0.059989507,21.00331162
0.059863225,17.79171739
0.059863225,17.57835174
0.059863225,19.77575668
0.059863225,17.88267768
0.059863225,18.51763848
0.059863225,19.59876486
0.059863225,18.75149397
0.059863225,19.14396847
0.059863225,19.54109856
0.059863225,18.1574589
0.059863225,19.0586072
0.059863225,20.34198213
0.059857971,16.52406159
0.059857971,17.15308698
0.059857971,18.36720475
0.059857971,16.47943706
0.059857971,17.5714403
0.059857971,17.92311075
0.059857971,17.74930524
0.059857971,16.93655105
0.059857971,18.59368774
0.059857971,16.11024851
0.059857971,17.90848622
0.059857971,18.53401189
0.059855642,23.7637549
0.059855642,23.54443627
0.059855642,25.71704902
0.059855642,22.27318627
0.059855642,23.64806373
0.059855642,24.83477614
0.059855642,23.70242647
0.059855642,24.67378758
0.059855642,25.00712092
0.059855642,23.97872876
0.059855642,24.07915523
0.059855642,26.71311601
0.059845747,19.55505495
0.059845747,19.97534128
0.059845747,21.26934868
0.059845747,20.06390155
0.059845747,20.97909995
0.059845747,21.8806947
0.059845747,20.90575081
0.059845747,21.30874364
0.059845747,21.7308127
0.059845747,19.45426481
0.059845747,20.61040838
0.059845747,22.50840525
0.05969928,18.47490838
0.05969928,19.11069926
0.05969928,20.70471687
0.05969928,17.74117626
0.05969928,19.3836139
0.05969928,19.89211491
0.05969928,19.6940714
0.05969928,19.60157997
0.05969928,20.00799976
0.05969928,18.45850396
0.05969928,18.89979726
0.05969928,21.09569689
0.059579353,20.35329015
0.059579353,19.66024747
0.059579353,22.3494868
0.059579353,19.34641173
0.059579353,21.35007308
0.059579353,21.96030809
0.059579353,21.0354285
0.059579353,20.94403172
0.059579353,21.69098489
0.059579353,19.39620163
0.059579353,20.75685185
0.059579353,22.24817887
0.059344477,18.2269952
0.059344477,18.60546641
0.059344477,20.24897889
0.059344477,14.38556238
0.059344477,14.46963916
0.059344477,15.24214875
0.059344477,15.60641171
0.059344477,15.74151919
0.059344477,15.99835509
0.059344477,14.20777639
0.059344477,15.50776775
0.059344477,17.96685605
0.059251375,18.6195115
0.059251375,18.8197463
0.059251375,20.45094469
0.059251375,17.17106051
0.059251375,19.02146155
0.059251375,18.88111172
0.059251375,18.99536558
0.059251375,19.69154586
0.059251375,19.31510243
0.059251375,18.66483848
0.059251375,19.11659549
0.059251375,20.03083281
0.059230385,16.19895566
0.059230385,16.35843299
0.059230385,17.73817315
0.059230385,16.64039426
0.059230385,17.25010534
0.059230385,18.07380016
0.059230385,17.49169743
0.059230385,17.55853431
0.059230385,17.97462179
0.059230385,16.04905598
0.059230385,16.43891954
0.059230385,18.10626304
0.059078426,20.69150619
0.059078426,20.48641586
0.059078426,22.70859666
0.059078426,19.13660599
0.059078426,21.33508221
0.059078426,21.56045876
0.059078426,20.51457947
0.059078426,21.4938893
0.059078426,21.60436227
0.059078426,20.18819812
0.059078426,20.90520401
0.059078426,22.42908113
0.059057546,18.331423
0.059057546,18.47161005
0.059057546,20.20643677
0.059057546,18.47472229
0.059057546,19.16354831
0.059057546,19.33555772
0.059057546,19.51509869
0.059057546,20.67412669
0.059057546,20.55390636
0.059057546,17.84318568
0.059057546,18.92841864
0.059057546,21.04046592
0.058889143,17.8295289
0.058889143,18.30546503
0.058889143,19.36485066
0.058889143,17.46510563
0.058889143,18.35686134
0.058889143,20.33712482
0.058889143,18.70997086
0.058889143,19.23885624
0.058889143,20.84924842
0.058889143,17.62654322
0.058889143,19.12695119
0.058889143,20.81101991
0.058753269,19.54051748
0.058753269,19.54896581
0.058753269,20.79610581
0.058753269,18.10308794
0.058753269,20.58627753
0.058753269,19.39646542
0.058753269,20.5560673
0.058753269,19.54949869
0.058753269,21.29677807
0.058753269,19.75640459
0.058753269,19.83373171
0.058753269,20.62470507
0.058670586,20.32987155
0.058670586,19.8168101
0.058670586,22.69693642
0.058670586,20.26991651
0.058670586,20.133389
0.058670586,21.40383001
0.058670586,20.87914365
0.058670586,21.07151145
0.058670586,21.86129737
0.058670586,20.51083066
0.058670586,21.04046029
0.058670586,23.07882252
0.058513822,22.75349119
0.058513822,23.22580602
0.058513822,24.75118015
0.058513822,23.11095283
0.058513822,24.02354802
0.058513822,24.98993181
0.058513822,24.39983898
0.058513822,23.91431142
0.058513822,26.56403296
0.058513822,23.52177496
0.058513822,23.2216954
0.058513822,26.65153059
0.058488425,19.51528486
0.058488425,17.74440297
0.058488425,19.80163828
0.058488425,16.54089412
0.058488425,19.23478768
0.058488425,19.12675116
0.058488425,19.61466297
0.058488425,17.68635586
0.058488425,20.14397343
0.058488425,17.78887521
0.058488425,18.68825495
0.058488425,18.79721819
0.058481309,19.54510195
0.058481309,19.81150974
0.058481309,21.5335974
0.058481309,18.74900974
0.058481309,20.09685325
0.058481309,20.11725714
0.058481309,20.29773117
0.058481309,20.18821688
0.058481309,21.06691299
0.058481309,19.45881429
0.058481309,20.17832143
0.058481309,22.01957273
0.058428986,16.45122401
0.058428986,16.32021133
0.058428986,17.58183939
0.058428986,16.07673542
0.058428986,16.85166357
0.058428986,17.05294336
0.058428986,17.78889434
0.058428986,16.61460862
0.058428986,17.2108115
0.058428986,15.76174472
0.058428986,15.98716991
0.058428986,18.00756551
0.058316372,18.8167826
0.058316372,19.97586088
0.058316372,21.53005285
0.058316372,18.74800172
0.058316372,20.67514686
0.058316372,20.4897665
0.058316372,20.64535332
0.058316372,20.96561632
0.058316372,21.01173405
0.058316372,19.77996067
0.058316372,19.93050879
0.058316372,24.06514072
0.058256337,20.83456221
0.058256337,21.57740399
0.058256337,22.96178827
0.058256337,20.74161674
0.058256337,21.93864567
0.058256337,22.08290067
0.058256337,21.58798131
0.058256337,20.9810151
0.058256337,22.8162532
0.058256337,20.57289171
0.058256337,21.59649002
0.058256337,23.51887097
0.058230187,15.49977179
0.058230187,14.95489894
0.058230187,16.05202565
0.058230187,15.10156705
0.058230187,15.99461639
0.058230187,15.69138666
0.058230187,15.96590524
0.058230187,16.34525321
0.058230187,16.73443817
0.058230187,15.21752228
0.058230187,15.6991241
0.058230187,16.37928059
0.058188883,19.44072563
0.058188883,19.50379433
0.058188883,21.60511574
0.058188883,18.51004155
0.058188883,20.45003116
0.058188883,20.37983825
0.058188883,20.48561433
0.058188883,20.44967651
0.058188883,21.52996068
0.058188883,19.21873052
0.058188883,20.44023371
0.058188883,21.31896795
0.058157222,20.14454853
0.058157222,20.60447947
0.058157222,21.6393204
0.058157222,20.02924326
0.058157222,21.49623393
0.058157222,21.81045551
0.058157222,21.18613327
0.058157222,21.51602821
0.058157222,22.21730659
0.058157222,19.66037543
0.058157222,21.68719124
0.058157222,22.91646683
0.058132299,22.00783794
0.058132299,22.76319268
0.058132299,24.27894698
0.058132299,22.09687702
0.058132299,24.5609883
0.058132299,24.81635673
0.058132299,23.51561738
0.058132299,24.01908389
0.058132299,25.15349639
0.058132299,23.8614949
0.058132299,22.82998631
0.058132299,25.74199278
0.057975799,16.6438223
0.057975799,16.29252772
0.057975799,17.90766557
0.057975799,15.63823194
0.057975799,17.1986335
0.057975799,17.99129458
0.057975799,16.76615373
0.057975799,17.55915793
0.057975799,17.90825592
0.057975799,15.96578064
0.057975799,17.11883878
0.057975799,18.82828589
0.057923279,16.97263067
0.057923279,16.93254451
0.057923279,19.27872679
0.057923279,17.25131725
0.057923279,18.53570936
0.057923279,18.9965537
0.057923279,18.399686
0.057923279,17.83082711
0.057923279,19.38287957
0.057923279,16.76832472
0.057923279,18.18506605
0.057923279,19.07081562
0.057711115,20.58179404
0.057711115,20.23633534
0.057711115,22.8738162
0.057711115,19.79678996
0.057711115,21.58177285
0.057711115,21.52465374
0.057711115,20.77860518
0.057711115,22.523562
0.057711115,21.76080821
0.057711115,20.20348216
0.057711115,20.90577644
0.057711115,22.63047254
0.057696746,18.68853953
0.057696746,19.37505302
0.057696746,20.49068558
0.057696746,19.16318326
0.057696746,20.38526698
0.057696746,21.05890419
0.057696746,20.52576558
0.057696746,20.34917209
0.057696746,21.22638047
0.057696746,19.31136
0.057696746,19.84578512
0.057696746,21.38505023
0.057665855,18.04832907
0.057665855,19.3722283
0.057665855,20.01963463
0.057665855,18.35993135
0.057665855,19.52068187
0.057665855,20.18208867
0.057665855,19.82626018
0.057665855,19.3121259
0.057665855,20.54113568
0.057665855,18.54189784
0.057665855,19.87246102
0.057665855,22.41141261
0.057624187,19.38727098
0.057624187,21.06765158
0.057624187,22.57516869
0.057624187,20.33232801
0.057624187,21.37671389
0.057624187,21.88947293
0.057624187,21.62001321
0.057624187,21.91028815
0.057624187,22.17541722
0.057624187,19.88292352
0.057624187,20.27726378
0.057624187,22.95867931
0.057537316,18.40572799
0.057537316,18.26367529
0.057537316,19.46153347
0.057537316,17.08847041
0.057537316,18.76953114
0.057537316,19.41315897
0.057537316,19.25988375
0.057537316,18.75858859
0.057537316,20.29081565
0.057537316,18.90062869
0.057537316,18.20157512
0.057537316,20.1690342
0.057498833,20.98646137
0.057498833,21.64598404
0.057498833,23.37157335
0.057498833,21.0443491
0.057498833,21.63908875
0.057498833,22.73950168
0.057498833,22.50574468
0.057498833,23.13671053
0.057498833,23.17089446
0.057498833,21.90394177
0.057498833,22.93975504
0.057498833,24.54941769
0.057381686,18.22114834
0.057381686,17.80498246
0.057381686,20.14393446
0.057381686,17.56501754
0.057381686,18.82931478
0.057381686,19.59459617
0.057381686,18.71085713
0.057381686,19.41259631
0.057381686,19.68670023
0.057381686,17.8885794
0.057381686,18.74048523
0.057381686,20.22780857
0.057256033,17.31713541
0.057256033,17.10933943
0.057256033,18.27487582
0.057256033,16.13348405
0.057256033,17.88811845
0.057256033,17.70315232
0.057256033,17.97706305
0.057256033,17.813447
0.057256033,18.65580386
0.057256033,17.10096798
0.057256033,18.08310716
0.057256033,18.443205
0.057248728,21.85505739
0.057248728,21.20432612
0.057248728,24.7314945
0.057248728,20.54131227
0.057248728,22.55553544
0.057248728,22.64310377
0.057248728,22.0175991
0.057248728,22.68900603
0.057248728,23.68377707
0.057248728,21.49087327
0.057248728,21.86415217
0.057248728,24.27994439
0.057226556,19.35022917
0.057226556,19.71454762
0.057226556,20.09303125
0.057226556,18.6749628
0.057226556,19.66663393
0.057226556,20.57512054
0.057226556,19.40137054
0.057226556,20.65776339
0.057226556,20.84548214
0.057226556,18.97620238
0.057226556,19.1098378
0.057226556,21.70783631
0.056970692,19.43643103
0.056970692,19.25882743
0.056970692,21.00749934
0.056970692,18.72713528
0.056970692,20.72324468
0.056970692,21.0180357
0.056970692,20.67174693
0.056970692,20.63671821
0.056970692,21.08019351
0.056970692,19.22827163
0.056970692,20.46456393
0.056970692,21.62550764
0.05691642,18.72859537
0.05691642,19.48998857
0.05691642,20.96684415
0.05691642,19.3724802
0.05691642,19.89149299
0.05691642,21.05172227
0.05691642,20.3320681
0.05691642,20.00620506
0.05691642,20.9893472
0.05691642,19.45267367
0.05691642,20.36704144
0.05691642,21.99408364
0.056862174,18.04727986
0.056862174,18.07688141
0.056862174,19.71232796
0.056862174,16.95383393
0.056862174,19.01907864
0.056862174,19.46226626
0.056862174,18.86857561
0.056862174,18.35806108
0.056862174,19.56571429
0.056862174,17.92051454
0.056862174,17.87947605
0.056862174,20.93771282
0.056814442,22.28177411
0.056814442,24.27084429
0.056808405,22.51617906
0.056808405,22.4818343
0.056808405,25.26027751
0.056808405,24.01828864
0.056808405,24.04566147
0.056808405,24.09278575
0.056808405,25.1923608
0.056808405,23.0454922
0.056808405,23.72017639
0.056808405,25.84239287
0.056789866,19.05120485
0.056789866,18.96194413
0.056789866,20.33852144
0.056789866,17.5064447
0.056789866,19.16819413
0.056789866,18.95729402
0.056789866,19.93427906
0.056789866,19.2285285
0.056789866,20.67904769
0.056789866,19.20564757
0.056789866,19.3281123
0.056789866,20.54197517
